date,product_id,brand,product,volume,type,current_price,original_price,discount,sold_quantity,sold_out,url,market_id
20-02-2024,103010946,奔富,奔富 Bin389赤霞珠切粒子紅酒 750ML,750ML,紅酒,468,738,指定分類85折,None,0,https://www.wellcome.com.hk/zh-hant/p/%E5%A5%94%E5%AF%8C%20Bin389%E8%B5%A4%E9%9C%9E%E7%8F%A0%E5%88%87%E7%B2%92%E5%AD%90%E7%B4%85%E9%85%92%20750ML/i/101334623.html,wellcome
20-02-2024,101350777,生力,生力清啤罐裝 4 X 500ML,500ML,清啤,37,37,2件$66,None,0,https://www.wellcome.com.hk/zh-hant/p/%E7%94%9F%E5%8A%9B%E6%B8%85%E5%95%A4%E7%BD%90%E8%A3%9D%204%20X%20500ML/i/101352421.html,wellcome
20-02-2024,101339069,格蘭堡,格蘭堡水墨系列 切粒子紅酒 750ML,750ML,紅酒,130,130,多重優惠,None,0,https://www.wellcome.com.hk/zh-hant/p/%E6%A0%BC%E8%98%AD%E5%A0%A1%E6%B0%B4%E5%A2%A8%E7%B3%BB%E5%88%97%20%E5%88%87%E7%B2%92%E5%AD%90%E7%B4%85%E9%85%92%20750ML/i/102802821.html,wellcome
20-02-2024,101338881,青島,青島純生大罐啤酒 4 X 500ML,500ML,啤酒,25,25,3件$63,None,0,https://www.wellcome.com.hk/zh-hant/p/%E9%9D%92%E5%B3%B6%E7%B4%94%E7%94%9F%E5%A4%A7%E7%BD%90%E5%95%A4%E9%85%92%204%20X%20500ML/i/101325696.html,wellcome
20-02-2024,101360365,青島,青島純生大樽裝啤酒 640ML,640ML,啤酒,9,9,3件$18,None,0,https://www.wellcome.com.hk/zh-hant/p/%E9%9D%92%E5%B3%B6%E7%B4%94%E7%94%9F%E5%A4%A7%E6%A8%BD%E8%A3%9D%E5%95%A4%E9%85%92%20640ML/i/101324246.html,wellcome
20-02-2024,101575759,瑪特堡蘇維翁,瑪特堡蘇維翁白酒原箱 6 X 750ML,750ML,白酒,300,588,,None,0,https://www.wellcome.com.hk/zh-hant/p/%E7%91%AA%E7%89%B9%E5%A0%A1%E8%98%87%E7%B6%AD%E7%BF%81%E7%99%BD%E9%85%92%E5%8E%9F%E7%AE%B1%206%20X%20750ML/i/102993646.html,wellcome
20-02-2024,113520004,藍妹,藍妹啤酒大罐裝 4 X 500ML,500ML,啤酒,45,51,,None,0,https://www.wellcome.com.hk/zh-hant/p/%E8%97%8D%E5%A6%B9%E5%95%A4%E9%85%92%E5%A4%A7%E7%BD%90%E8%A3%9D%204%20X%20500ML/i/101326603.html,wellcome
20-02-2024,102999386,奔富,奔富 Bin8赤霞珠切粒子紅酒 750ML,750ML,紅酒,168,220,指定分類85折,None,0,https://www.wellcome.com.hk/zh-hant/p/%E5%A5%94%E5%AF%8C%20Bin8%E8%B5%A4%E9%9C%9E%E7%8F%A0%E5%88%87%E7%B2%92%E5%AD%90%E7%B4%85%E9%85%92%20750ML/i/101352485.html,wellcome
20-02-2024,101326344,布萊特,布萊特 罐裝啤酒原箱 24 X 330 ML,330ML,啤酒,60,60,,None,0,https://www.wellcome.com.hk/zh-hant/p/%E5%B8%83%E8%90%8A%E7%89%B9%20%E7%BD%90%E8%A3%9D%E5%95%A4%E9%85%92%E5%8E%9F%E7%AE%B1%2024%20X%20330%20ML/i/113557329.html,wellcome
20-02-2024,101334720,獅威,獅威啤酒大罐裝 4 X 500ML,500ML,啤酒,25,25,3件$63,None,0,https://www.wellcome.com.hk/zh-hant/p/%E7%8D%85%E5%A8%81%E5%95%A4%E9%85%92%E5%A4%A7%E7%BD%90%E8%A3%9D%204%20X%20500ML/i/101361487.html,wellcome
