date,product_id,brand,product,volume,type,current_price,original_price,discount,sold_quantity,sold_out,url,market_id
25-02-2024,001784,藍妹,藍妹啤酒大罐裝 4 X 500ML,500ML,啤酒,51,51,2件$85,None,0,https://www.wellcome.com.hk/zh-hant/p/%E8%97%8D%E5%A6%B9%E5%95%A4%E9%85%92%E5%A4%A7%E7%BD%90%E8%A3%9D%204%20X%20500ML/i/101326603.html,wellcome
25-02-2024,229674,生力,生力清啤罐裝 4 X 500ML,500ML,清啤,37,37,None,None,0,https://www.wellcome.com.hk/zh-hant/p/%E7%94%9F%E5%8A%9B%E6%B8%85%E5%95%A4%E7%BD%90%E8%A3%9D%204%20X%20500ML/i/101352421.html,wellcome
25-02-2024,152082,青島,青島純生大罐啤酒 4 X 500ML,500ML,啤酒,25,25,3件$63,None,0,https://www.wellcome.com.hk/zh-hant/p/%E9%9D%92%E5%B3%B6%E7%B4%94%E7%94%9F%E5%A4%A7%E7%BD%90%E5%95%A4%E9%85%92%204%20X%20500ML/i/101325696.html,wellcome
25-02-2024,005611,格蘭堡,格蘭堡水墨系列 切粒子紅酒 750ML,750ML,紅酒,130,130,指定分類85折,None,0,https://www.wellcome.com.hk/zh-hant/p/%E6%A0%BC%E8%98%AD%E5%A0%A1%E6%B0%B4%E5%A2%A8%E7%B3%BB%E5%88%97%20%E5%88%87%E7%B2%92%E5%AD%90%E7%B4%85%E9%85%92%20750ML/i/102802821.html,wellcome
25-02-2024,681205,瑪特堡蘇維翁,瑪特堡蘇維翁白酒原箱 6 X 750ML,750ML,白酒,300,588,None,None,0,https://www.wellcome.com.hk/zh-hant/p/%E7%91%AA%E7%89%B9%E5%A0%A1%E8%98%87%E7%B6%AD%E7%BF%81%E7%99%BD%E9%85%92%E5%8E%9F%E7%AE%B1%206%20X%20750ML/i/102993646.html,wellcome
25-02-2024,017228,青島,青島純生大樽裝啤酒 640ML,640ML,啤酒,9,9,3件$18,None,0,https://www.wellcome.com.hk/zh-hant/p/%E9%9D%92%E5%B3%B6%E7%B4%94%E7%94%9F%E5%A4%A7%E6%A8%BD%E8%A3%9D%E5%95%A4%E9%85%92%20640ML/i/101324246.html,wellcome
25-02-2024,241893,K1664,K1664白啤酒 大罐裝 4 X 500ML,500ML,啤酒,72,72,2件$85,None,0,https://www.wellcome.com.hk/zh-hant/p/K1664%E7%99%BD%E5%95%A4%E9%85%92%20%E5%A4%A7%E7%BD%90%E8%A3%9D%204%20X%20500ML/i/101350611.html,wellcome
25-02-2024,060293,青島,青島大罐裝啤酒 4 X 500ML,500ML,啤酒,28,36,None,None,0,https://www.wellcome.com.hk/zh-hant/p/%E9%9D%92%E5%B3%B6%E5%A4%A7%E7%BD%90%E8%A3%9D%E5%95%A4%E9%85%92%204%20X%20500ML/i/101337838.html,wellcome
25-02-2024,241638,布萊特,布萊特 罐裝啤酒原箱 24 X 330 ML,330ML,啤酒,60,60,None,None,0,https://www.wellcome.com.hk/zh-hant/p/%E5%B8%83%E8%90%8A%E7%89%B9%20%E7%BD%90%E8%A3%9D%E5%95%A4%E9%85%92%E5%8E%9F%E7%AE%B1%2024%20X%20330%20ML/i/113557329.html,wellcome
25-02-2024,066738,獅威,獅威啤酒大罐裝 4 X 500ML,500ML,啤酒,25,25,3件$63,None,0,https://www.wellcome.com.hk/zh-hant/p/%E7%8D%85%E5%A8%81%E5%95%A4%E9%85%92%E5%A4%A7%E7%BD%90%E8%A3%9D%204%20X%20500ML/i/101361487.html,wellcome
25-02-2024,224139,雪花,雪花啤酒大罐裝 4 X 500ML,500ML,啤酒,18,18,2件$30,None,0,https://www.wellcome.com.hk/zh-hant/p/%E9%9B%AA%E8%8A%B1%E5%95%A4%E9%85%92%E5%A4%A7%E7%BD%90%E8%A3%9D%204%20X%20500ML/i/101343059.html,wellcome
25-02-2024,059584,奔富,奔富 Bin8赤霞珠切粒子紅酒 750ML,750ML,紅酒,158,220,指定分類85折,None,0,https://www.wellcome.com.hk/zh-hant/p/%E5%A5%94%E5%AF%8C%20Bin8%E8%B5%A4%E9%9C%9E%E7%8F%A0%E5%88%87%E7%B2%92%E5%AD%90%E7%B4%85%E9%85%92%20750ML/i/101352485.html,wellcome
25-02-2024,221382,奔富冠蘭山系列,奔富冠蘭山系列 赤霞珠紅酒原箱 6 X 750ML,750ML,紅酒,310,966,None,None,0,https://www.wellcome.com.hk/zh-hant/p/%E5%A5%94%E5%AF%8C%E5%86%A0%E8%98%AD%E5%B1%B1%E7%B3%BB%E5%88%97%20%E8%B5%A4%E9%9C%9E%E7%8F%A0%E7%B4%85%E9%85%92%E5%8E%9F%E7%AE%B1%206%20X%20750ML/i/113438278.html,wellcome
25-02-2024,433268,奔富,奔富 Bin389赤霞珠切粒子紅酒 750ML,750ML,紅酒,738,738,指定分類85折,None,0,https://www.wellcome.com.hk/zh-hant/p/%E5%A5%94%E5%AF%8C%20Bin389%E8%B5%A4%E9%9C%9E%E7%8F%A0%E5%88%87%E7%B2%92%E5%AD%90%E7%B4%85%E9%85%92%20750ML/i/101334623.html,wellcome
25-02-2024,584060,史丹尼,史丹尼傳統乾紅酒 4LT,4LT,紅酒,75,145,指定分類85折,None,0,https://www.wellcome.com.hk/zh-hant/p/%E5%8F%B2%E4%B8%B9%E5%B0%BC%E5%82%B3%E7%B5%B1%E4%B9%BE%E7%B4%85%E9%85%92%204LT/i/102120016.html,wellcome
25-02-2024,202093,藍冰,藍冰啤酒大罐裝 4 X 500ML,500ML,啤酒,23,23,3件$60,None,0,https://www.wellcome.com.hk/zh-hant/p/%E8%97%8D%E5%86%B0%E5%95%A4%E9%85%92%E5%A4%A7%E7%BD%90%E8%A3%9D%204%20X%20500ML/i/101329000.html,wellcome
25-02-2024,376236,布萊特,布萊特啤酒罐裝 12 X 330ML,330ML,啤酒,33,33,None,None,0,https://www.wellcome.com.hk/zh-hant/p/%E5%B8%83%E8%90%8A%E7%89%B9%E5%95%A4%E9%85%92%E7%BD%90%E8%A3%9D%2012%20X%20330ML/i/101334643.html,wellcome
25-02-2024,073841,喜力,喜力啤酒大罐裝 4 X 500ML,500ML,啤酒,28,34.90,None,None,0,https://www.wellcome.com.hk/zh-hant/p/%E5%96%9C%E5%8A%9B%E5%95%A4%E9%85%92%E5%A4%A7%E7%BD%90%E8%A3%9D%204%20X%20500ML/i/101329761.html,wellcome
25-02-2024,479410,蠔灣蘇維翁,蠔灣蘇維翁白酒原箱 6 X 750ML,750ML,白酒,418,786,None,None,0,https://www.wellcome.com.hk/zh-hant/p/%E8%A0%94%E7%81%A3%E8%98%87%E7%B6%AD%E7%BF%81%E7%99%BD%E9%85%92%E5%8E%9F%E7%AE%B1%206%20X%20750ML/i/102993606.html,wellcome
25-02-2024,296418,嘉士伯,嘉士伯啤酒大罐裝 4 X 500ML,500ML,啤酒,34,34,None,None,0,https://www.wellcome.com.hk/zh-hant/p/%E5%98%89%E5%A3%AB%E4%BC%AF%E5%95%A4%E9%85%92%E5%A4%A7%E7%BD%90%E8%A3%9D%204%20X%20500ML/i/101328731.html,wellcome
25-02-2024,035493,奔富,奔富 BIN2 原箱 6 X 750ML,750ML,紅酒,730,1350,None,None,0,https://www.wellcome.com.hk/zh-hant/p/%E5%A5%94%E5%AF%8C%20BIN2%20%E5%8E%9F%E7%AE%B1%20%206%20X%20750ML/i/113403853.html,wellcome
25-02-2024,046490,史丹尼,史丹尼莎當尼白酒 4LT,4LT,白酒,75,145,指定分類85折,None,0,https://www.wellcome.com.hk/zh-hant/p/%E5%8F%B2%E4%B8%B9%E5%B0%BC%E8%8E%8E%E7%95%B6%E5%B0%BC%E7%99%BD%E9%85%92%204LT/i/101327071.html,wellcome
25-02-2024,849463,奔富,奔富 Bin2切粒子/馬塔羅 750ML,750ML,紅酒,138,225,指定分類85折,None,0,https://www.wellcome.com.hk/zh-hant/p/%E5%A5%94%E5%AF%8C%20Bin2%E5%88%87%E7%B2%92%E5%AD%90%7C%E9%A6%AC%E5%A1%94%E7%BE%85%20750ML/i/101327287.html,wellcome
25-02-2024,041798,佳樂事,佳樂事紅酒盒裝原箱 4 X 3LT,3LT,紅酒,300,432,None,None,0,https://www.wellcome.com.hk/zh-hant/p/%E4%BD%B3%E6%A8%82%E4%BA%8B%E7%B4%85%E9%85%92%E7%9B%92%E8%A3%9D%E5%8E%9F%E7%AE%B1%204%20X%203LT/i/113323773.html,wellcome
25-02-2024,067017,禾富巴斯,禾富巴斯黃牌系列黑皮諾莎當妮汽酒 750ML,750ML,紅酒,109,109,None,None,0,https://www.wellcome.com.hk/zh-hant/p/%E7%A6%BE%E5%AF%8C%E5%B7%B4%E6%96%AF%E9%BB%83%E7%89%8C%E7%B3%BB%E5%88%97%E9%BB%91%E7%9A%AE%E8%AB%BE%E8%8E%8E%E7%95%B6%E5%A6%AE%E6%B1%BD%E9%85%92%20750ML/i/101339583.html,wellcome
25-02-2024,683342,羅遜氏,羅遜氏梅洛紅酒原箱 6 X 750ML,750ML,紅酒,198,582,None,None,0,https://www.wellcome.com.hk/zh-hant/p/%E7%BE%85%E9%81%9C%E6%B0%8F%E6%A2%85%E6%B4%9B%E7%B4%85%E9%85%92%E5%8E%9F%E7%AE%B1%206%20X%20750ML/i/113323753.html,wellcome
25-02-2024,173963,百威,百威啤酒大罐裝 4 X 500ML,500ML,啤酒,42,43,None,None,0,https://www.wellcome.com.hk/zh-hant/p/%E7%99%BE%E5%A8%81%E5%95%A4%E9%85%92%E5%A4%A7%E7%BD%90%E8%A3%9D%204%20X%20500ML/i/101344667.html,wellcome
